doc,sent,word,not participants,participants
12418582,7,21,0.91907346,0.080926545
12418582,7,22,0.9597297,0.04027034
12418582,7,23,0.8756699,0.12433012
12418582,7,24,0.8970443,0.10295573
12418582,7,25,0.86697,0.13303001
12418582,7,26,0.95264536,0.047354642
12418582,7,27,0.94910425,0.050895743
12418582,8,1,0.96235,0.037649985
12418582,8,2,0.9816571,0.018342908
12418582,8,3,0.9810863,0.01891366
12418582,8,4,0.87255156,0.12744845
12418582,8,5,0.95903236,0.040967654
12418582,8,6,0.77226305,0.22773694
12418582,8,7,0.89889413,0.101105876
12418582,8,8,0.8467095,0.15329048
12418582,8,9,0.45747107,0.5425289
12418582,8,10,0.7394198,0.26058018
12418582,8,11,0.3141647,0.6858353
12418582,8,12,0.80060446,0.19939554
12418582,8,13,0.97402835,0.025971679
12418582,8,14,0.9883764,0.011623639
12418582,8,15,0.9396145,0.060385503
12418582,8,16,0.9205768,0.07942319
12418582,8,17,0.89448756,0.10551244
12418582,8,18,0.7098762,0.29012385
12418582,8,19,0.9200936,0.07990641
12418582,8,20,0.72257143,0.27742857
12418582,8,21,0.9589625,0.04103751
12418582,8,22,0.88466465,0.11533535
12418582,8,23,0.9627433,0.03725669
12418582,8,24,0.8411797,0.15882024
12418582,8,25,0.85021293,0.14978708
12418582,8,26,0.7091176,0.2908824
12418582,8,27,0.9191196,0.08088043
12418582,8,28,0.72257143,0.27742857
12418582,8,29,0.9446143,0.055385727
12418582,8,30,0.8688162,0.13118382
12418582,8,31,0.8565025,0.14349753
12418582,8,32,0.9313967,0.06860326
12418582,8,33,0.893329,0.10667098
12418582,8,34,0.9685227,0.031477246
12418582,8,35,0.7772372,0.22276282
12418582,8,36,0.9769891,0.023010889
12418582,8,37,0.96610343,0.033896573
12418582,8,38,0.98924804,0.010751982
12418582,8,39,0.88652605,0.113473974
12418582,8,40,0.8614178,0.13858226
12418582,8,41,0.96723473,0.03276528
12418582,8,42,0.95062697,0.049373053
12418582,8,43,0.9369185,0.06308149
12418582,8,44,0.9541267,0.045873277
12418582,8,45,0.6870121,0.3129879
12418582,8,46,0.9623634,0.03763658
12418582,8,47,0.93330836,0.06669167
12418582,8,48,0.91103554,0.08896449
12418582,8,49,0.8752663,0.12473367
12418582,8,50,0.8411366,0.15886341
12418582,8,51,0.6545718,0.34542826
12418582,8,52,0.92660695,0.073393025
12418582,8,53,0.6889474,0.31105262
12418582,9,1,0.6909217,0.30907828
12418582,9,2,0.8976126,0.10238746
12418582,9,3,0.89841884,0.10158118
12418582,9,4,0.82406557,0.17593445
12418582,9,5,0.6363385,0.3636615
12418582,9,6,0.891426,0.108573966
12418582,9,7,0.84905565,0.15094432
12418582,9,8,0.97161484,0.028385136
12418582,9,9,0.8767836,0.12321638
12418582,9,10,0.8237701,0.17622991
12418582,9,11,0.64025337,0.35974663
12418582,9,12,0.85469943,0.14530057
12418582,9,13,0.80667603,0.193324
12418582,9,14,0.87736714,0.12263284
12418582,9,15,0.92742753,0.07257249
12418582,9,16,0.9143929,0.085607104
12418582,9,17,0.90218437,0.09781561
12418582,9,18,0.80132526,0.19867474
12418582,9,19,0.70189273,0.29810724
12418582,9,20,0.84316117,0.15683885
12418582,9,21,0.79147273,0.20852727
12418582,9,22,0.9615633,0.038436696
12418582,9,23,0.88714606,0.11285392
12418582,9,24,0.9804788,0.019521166
12418582,9,25,0.86962664,0.13037339
12418582,9,26,0.8045865,0.19541349
12418582,9,27,0.8021312,0.1978688
12418582,9,28,0.70659804,0.29340196
12418582,9,29,0.85474056,0.14525944
12418582,9,30,0.7788556,0.22114438
12418582,9,31,0.8191609,0.18083914
12418582,9,32,0.93388826,0.06611175
12418582,9,33,0.82552284,0.17447715
12418582,9,34,0.86962664,0.13037339
12418582,9,35,0.9901994,0.0098006325
12418582,9,36,0.88714606,0.11285392
12418582,9,37,0.98095036,0.01904963
12418582,9,38,0.86962664,0.13037339
12418582,9,39,0.8686444,0.13135558
12418582,9,40,0.81864303,0.18135695
12418582,9,41,0.866652,0.13334796
12418582,9,42,0.5960338,0.40396616
12418582,9,43,0.84650767,0.15349233
12418582,9,44,0.84647775,0.15352228
12418582,9,45,0.8721007,0.12789932
12418582,9,46,0.985139,0.014860997
12418582,9,47,0.88714606,0.11285392
12418582,9,48,0.98440045,0.015599544
12418582,9,49,0.84670055,0.15329944
12418582,9,50,0.7963629,0.20363714
12418582,10,1,0.94944054,0.050559483
12418582,10,2,0.7574341,0.24256587
12418582,10,3,0.80072516,0.19927485
12418582,10,4,0.93014824,0.06985176
12418582,10,5,0.9310375,0.068962514
12418582,10,6,0.9903125,0.009687503
12418582,10,7,0.9396145,0.060385503
12418582,10,8,0.9402291,0.059770897
12418582,10,9,0.9397322,0.060267825
12418582,10,10,0.8534943,0.14650574
12418582,10,11,0.9594373,0.040562667
12418582,10,12,0.9280074,0.07199256
12418582,10,13,0.8466804,0.15331963
12418582,10,14,0.8323535,0.16764654
12418582,10,15,0.7990653,0.20093471
12418582,10,16,0.82297957,0.17702042
12418582,10,17,0.9920934,0.007906611
12418582,10,18,0.97427315,0.025726855
12418582,10,19,0.9921979,0.0078021563
12418582,10,20,0.92006034,0.07993967
12418582,10,21,0.92647386,0.073526144
12418582,11,1,0.9404715,0.059528545
12418582,11,2,0.9520373,0.04796274
12418582,11,3,0.9369433,0.06305669
12418582,11,4,0.97925377,0.020746252
12418582,11,5,0.98177755,0.01822248
12418582,11,6,0.92392254,0.076077476
12418582,11,7,0.9181977,0.08180232
12418582,11,8,0.95955527,0.040444754
12418582,11,9,0.97643185,0.02356817
12418582,11,10,0.8770136,0.1229864
12418582,11,11,0.9300003,0.069999665
12418582,11,12,0.8752499,0.1247501
12418582,11,13,0.8909282,0.109071806
12418582,11,14,0.9373582,0.06264178
12418582,11,15,0.8267985,0.17320149
12418582,12,1,0.96755844,0.03244158
12418582,12,2,0.97504574,0.02495424
12418582,12,3,0.9628566,0.037143417
12418582,12,4,0.98164016,0.018359827
12418582,12,5,0.9176779,0.08232215
12418582,12,6,0.8826641,0.11733594
12418582,12,7,0.15196979,0.8480302
12418582,12,8,0.16425854,0.83574146
12418582,12,9,0.028276205,0.9717238
12418582,12,10,0.12015951,0.8798405
12418582,12,11,0.91045034,0.08954964
12418582,12,12,0.9409734,0.05902659
12418582,12,13,0.92857766,0.071422316
12418582,12,14,0.9024526,0.09754738
12418582,12,15,0.9302061,0.06979386
12418582,12,16,0.8987719,0.10122815
12418582,12,17,0.9113163,0.088683754
12418582,12,18,0.9354788,0.064521186
12418582,12,19,0.9697335,0.030266529
12418582,12,20,0.8667553,0.13324468
12418582,12,21,0.88395673,0.11604326
12418582,12,22,0.8262106,0.17378938
12418582,12,23,0.9482209,0.051779065
12418582,12,24,0.93934846,0.06065155
12418582,12,25,0.89238095,0.10761906
12418582,12,26,0.8842255,0.11577448
12418582,12,27,0.84143776,0.15856224
12418582,12,28,0.92758685,0.07241313
12418582,12,29,0.93237287,0.06762713
12418582,12,30,0.9252875,0.0747125
12418582,12,31,0.84157616,0.15842383
12418582,12,32,0.94420785,0.055792145
12418582,12,33,0.9781174,0.021882568
12418582,12,34,0.9629736,0.03702638
12418582,12,35,0.8965404,0.10345958
12418582,12,36,0.46887618,0.5311238
12418582,12,37,0.9685111,0.031488903
12418582,12,38,0.9721008,0.02789919
12418582,12,39,0.93566084,0.06433914
12418582,12,40,0.9091741,0.0908259
12418582,12,41,0.96001667,0.039983325
12418582,12,42,0.8247886,0.17521146
12418582,12,43,0.9141694,0.085830644
12418582,12,44,0.8271409,0.17285904
12418582,12,45,0.911698,0.088302016
12418582,12,46,0.90612835,0.09387166
12418582,12,47,0.86777014,0.13222985
12418582,12,48,0.90288454,0.09711548
12418582,12,49,0.95746535,0.042534668
12418582,12,50,0.8863313,0.11366865
12418582,12,51,0.7894036,0.2105964
12418582,12,52,0.9459445,0.054055538
12418582,12,53,0.8938988,0.10610119
12418582,12,54,0.82966775,0.17033224
12418582,12,55,0.9573619,0.04263815
12418582,12,56,0.939286,0.060714036
12418582,12,57,0.9288244,0.07117557
12418582,12,58,0.9545362,0.045463804
12418582,12,59,0.9806328,0.01936721
12418582,12,60,0.96624863,0.033751383
12418582,12,61,0.9702552,0.029744778
12418582,12,62,0.9499237,0.050076313
12418582,12,63,0.91035175,0.08964824
12418582,12,64,0.93860275,0.06139726
12418582,12,65,0.962784,0.037216008
12418582,12,66,0.9566252,0.043374773
12418582,12,67,0.9478425,0.05215754
12418582,12,68,0.95019674,0.04980326
12418582,12,69,0.86538744,0.13461253
12418582,12,70,0.9220896,0.077910416
12418582,12,71,0.8507097,0.14929031
12418582,12,72,0.8030318,0.19696818
12418582,12,73,0.8684395,0.13156049
12418582,12,74,0.6330105,0.3669895
12418582,12,75,0.928182,0.071817964
12418582,12,76,0.96367484,0.036325134
12418582,12,77,0.779127,0.220873
12418582,13,1,0.9385003,0.061499696
12418582,13,2,0.96128917,0.03871086
12418582,13,3,0.97500867,0.02499132
12418582,13,4,0.96666855,0.03333146
12418582,13,5,0.88231456,0.117685415
12418582,13,6,0.9729739,0.027026104
12418582,13,7,0.93218994,0.06781003
12418582,13,8,0.81178564,0.18821435
12418582,13,9,0.82177335,0.17822665
12418582,13,10,0.81636363,0.18363635
12418582,13,11,0.8883609,0.11163908
12418582,13,12,0.76774275,0.23225725
12418582,13,13,0.9506272,0.049372774
12418582,13,14,0.9550259,0.044974092
12418582,13,15,0.9633629,0.036637105
12418582,13,16,0.77438873,0.22561127
12452403,1,1,0.8545845,0.14541548
12452403,1,2,0.88188547,0.118114516
12452403,1,3,0.64293265,0.35706735
12452403,1,4,0.08091009,0.9190899
12452403,1,5,0.059269488,0.9407305
12452403,1,6,0.46891558,0.5310844
12452403,1,7,0.090141,0.909859
12452403,1,8,0.18933594,0.81066406
12452403,1,9,0.4176752,0.5823248
12452403,1,10,0.71471965,0.28528035
12452403,1,11,0.84256077,0.15743923
12452403,1,12,0.7542485,0.24575152
12452403,1,13,0.8779746,0.12202537
12452403,1,14,0.7237706,0.2762294
12452403,1,15,0.33779538,0.6622046
12452403,1,16,0.17494428,0.8250557
12452403,2,1,0.85664254,0.14335744
12452403,2,2,0.92295367,0.07704631
12452403,2,3,0.10652536,0.89347464
12452403,2,4,0.66959405,0.33040598
12452403,2,5,0.2135433,0.7864567
12452403,2,6,0.34493887,0.6550611
12452403,2,7,0.84220314,0.15779683
12452403,2,8,0.38564384,0.61435616
12452403,2,9,0.6687455,0.33125445
12452403,2,10,0.8126746,0.18732542
12452403,2,11,0.8960157,0.1039843
12452403,2,12,0.91727537,0.08272462
12452403,2,13,0.945808,0.05419199
12452403,2,14,0.71070254,0.2892975
12452403,2,15,0.37168765,0.62831235
12452403,3,1,0.6243925,0.37560746
12452403,3,2,0.81056225,0.18943775
12452403,3,3,0.6228404,0.37715963
12452403,3,4,0.5260408,0.47395918
12452403,3,5,0.8772475,0.12275248
12452403,3,6,0.37775064,0.62224936
12452403,3,7,0.8450574,0.15494256
12452403,3,8,0.46572542,0.5342746
12452403,3,9,0.49795538,0.5020446
12452403,3,10,0.6480402,0.3519598
12452403,3,11,0.4030816,0.5969184
12452403,4,1,0.16644877,0.8335512
12452403,4,2,0.072205424,0.9277946
12452403,4,3,0.09772766,0.90227234
12452403,4,4,0.09055942,0.9094406
12452403,4,5,0.46995485,0.53004515
12452403,4,6,0.04883623,0.95116377
12452403,4,7,0.17620754,0.82379246
12452403,4,8,0.0841037,0.9158963
12452403,4,9,0.54195976,0.45804027
12452403,4,10,0.36713892,0.6328611
12452403,4,11,0.56184876,0.4381512
12452403,4,12,0.46026307,0.5397369
12452403,4,13,0.75746673,0.24253325
12452403,4,14,0.44203252,0.5579675
12452403,4,15,0.38429415,0.61570585
12452403,4,16,0.39947885,0.60052115
12452403,4,17,0.47289842,0.5271016
12452403,4,18,0.23620248,0.7637975
12452403,5,1,0.412857,0.587143
12452403,5,2,0.34783298,0.652167
12452403,5,3,0.6942821,0.3057179
12452403,5,4,0.54329014,0.4567099
12452403,5,5,0.38640404,0.61359596
12452403,5,6,0.38988763,0.61011237
12452403,5,7,0.47428745,0.52571255
12452403,5,8,0.34213108,0.6578689
12452403,5,9,0.7474179,0.2525821
12452403,5,10,0.44387352,0.5561265
12452403,5,11,0.46257973,0.5374203
12452403,5,12,0.6114161,0.3885839
12452403,5,13,0.68263257,0.31736743
12452403,5,14,0.48167753,0.51832247
12452403,5,15,0.465073,0.534927
12452403,5,16,0.4170136,0.5829864
12452403,5,17,0.54419065,0.45580935
12452403,5,18,0.041418195,0.9585818
12452403,5,19,0.06016326,0.93983674
12452403,5,20,0.13236243,0.8676376
12452403,5,21,0.3388731,0.6611269
12452403,5,22,0.10996199,0.890038
12452403,5,23,0.3211131,0.6788869
12452403,5,24,0.51258993,0.48741007
12452403,5,25,0.624,0.376
12452403,5,26,0.6983434,0.30165657
12452403,5,27,0.57272536,0.42727464
12452403,5,28,0.8207019,0.17929809
12452403,5,29,0.47457016,0.52542984
12452403,5,30,0.84240925,0.15759078
12452403,5,31,0.41377592,0.5862241
12452403,5,32,0.64648974,0.3535103
12452403,5,33,0.3210659,0.6789341
12452403,5,34,0.40467113,0.59532887
12452403,5,35,0.56480163,0.43519837
12452403,5,36,0.42320043,0.5767996
12452403,5,37,0.48060644,0.51939356
12452403,5,38,0.37651682,0.6234832
12452403,5,39,0.74828744,0.2517126
12452403,5,40,0.49265546,0.50734454
12452403,5,41,0.43750918,0.5624908
12452403,5,42,0.1644013,0.8355987
12452403,5,43,0.5570729,0.44292712
12452403,5,44,0.58117735,0.41882262
12452403,5,45,0.3488279,0.6511721
12452403,5,46,0.7452779,0.2547221
12452403,5,47,0.4517802,0.5482198
12452403,5,48,0.17008615,0.82991385
12452403,5,49,0.045770347,0.95422965
12452403,5,50,0.05740398,0.942596
12452403,5,51,0.12689209,0.8731079
12452403,5,52,0.48270744,0.51729256
12452403,5,53,0.27507555,0.72492445
12452403,5,54,0.36026633,0.6397337
12452403,6,1,0.79837644,0.20162353
12452403,6,2,0.84113497,0.15886503
12452403,6,3,0.5291419,0.4708581
12452403,6,4,0.81540155,0.18459846
12452403,6,5,0.6529381,0.3470619
12452403,6,6,0.4734428,0.5265572
12452403,6,7,0.60774356,0.39225644
12452403,6,8,0.8099299,0.19007008
12452403,6,9,0.82643515,0.17356487
12452403,6,10,0.68101716,0.31898287
12452403,7,1,0.7363714,0.2636286
12452403,7,2,0.5147263,0.4852737
12452403,7,3,0.67132497,0.32867503
12452403,7,4,0.46718234,0.53281766
12452403,7,5,0.86916554,0.13083443
12452403,7,6,0.90369314,0.09630687
12452403,7,7,0.73744845,0.26255152
12452403,7,8,0.7540347,0.2459653
12452403,7,9,0.73617446,0.2638255
12452403,7,10,0.6770689,0.3229311
12452403,7,11,0.7436906,0.25630942
12452403,7,12,0.5440031,0.45599687
12452403,8,1,0.58032316,0.41967684
12452403,8,2,0.497935,0.502065
12452403,8,3,0.6846968,0.3153032
12452403,8,4,0.79503006,0.20496993
12452403,8,5,0.3698554,0.6301446
12452403,8,6,0.61577594,0.38422403
12452403,8,7,0.5524869,0.4475131
12452403,8,8,0.79751027,0.20248972
12452403,8,9,0.7552752,0.24472483
12452403,8,10,0.69767326,0.30232674
12452403,8,11,0.8273868,0.1726132
12452403,8,12,0.79663134,0.20336868
12452403,8,13,0.6117563,0.3882437
12452403,8,14,0.7335635,0.26643652
12452403,8,15,0.7603373,0.2396627
12452403,8,16,0.46798682,0.5320132
12452403,8,17,0.7820781,0.21792193
12452403,8,18,0.6809064,0.31909356
12452403,8,19,0.6462103,0.3537897
12452403,8,20,0.7984968,0.20150322
12452403,8,21,0.7746358,0.22536422
12452403,8,22,0.77629,0.22371
12452403,8,23,0.74935246,0.25064754
12452403,8,24,0.70130026,0.29869977
12452403,9,1,0.89237434,0.107625656
12452403,9,2,0.8422011,0.15779892
12452403,9,3,0.9302392,0.069760785
12452403,9,4,0.6864364,0.31356356
12452403,9,5,0.72687757,0.2731224
12452403,9,6,0.78325295,0.21674708
12452403,9,7,0.8046577,0.19534229
12452403,9,8,0.83208114,0.16791885
12452403,9,9,0.9500964,0.04990358
12452403,9,10,0.59272766,0.40727237
12452403,10,1,0.8934586,0.10654137
12452403,10,2,0.9842619,0.015738145
12452403,10,3,0.9454348,0.054565206
12452403,10,4,0.9369103,0.0630897
12452403,10,5,0.9796787,0.020321282
12452403,10,6,0.7722662,0.22773378
12452403,10,7,0.8505646,0.1494354
12452403,10,8,0.9579592,0.04204083
12452403,10,9,0.96549845,0.034501556
12452403,10,10,0.8960709,0.10392912
12452403,10,11,0.88652813,0.11347189
12452403,10,12,0.8273177,0.17268232
12452403,10,13,0.88660765,0.11339237
12452403,10,14,0.9213295,0.078670524
12452403,10,15,0.84576803,0.15423198
12452403,11,1,0.9788101,0.021189924
12452403,11,2,0.8583292,0.1416708
12452403,11,3,0.87971365,0.120286316
12452403,11,4,0.9469393,0.053060688
12452403,11,5,0.9687539,0.03124611
12452403,11,6,0.95737207,0.042627953
12452403,11,7,0.9616219,0.03837809
12452403,11,8,0.97749776,0.022502242
12452403,11,9,0.96473116,0.035268858
12452403,11,10,0.97139806,0.028601969
12452403,11,11,0.71803296,0.28196704
12457629,1,1,0.87272084,0.12727915
12457629,1,2,0.84954125,0.15045877
12457629,1,3,0.69062793,0.3093721
12457629,1,4,0.68615806,0.3138419
12457629,1,5,0.14360815,0.85639185
12457629,1,6,0.65698504,0.34301496
12457629,1,7,0.5779659,0.42203408
12457629,1,8,0.14854264,0.85145736
12457629,1,9,0.5240285,0.47597152
12457629,1,10,0.5328687,0.46713132
12457629,1,11,0.58911407,0.41088593
12457629,1,12,0.57113385,0.42886615
12457629,1,13,0.6595372,0.3404628
12457629,1,14,0.031549156,0.96845084
12457629,1,15,0.3296801,0.6703199
12457629,1,16,0.096376,0.903624
12457629,1,17,0.47922713,0.5207729
12457629,1,18,0.38478452,0.6152155
12457629,1,19,0.40628195,0.59371805
12457629,1,20,0.46949738,0.5305026
12457629,1,21,0.14921677,0.8507832
12457629,1,22,0.25545913,0.74454087
12457629,1,23,0.6371583,0.3628417
12457629,1,24,0.78755146,0.21244854
12457629,1,25,0.2822852,0.7177148
12457629,2,1,0.9626855,0.037314452
12457629,2,2,0.91158056,0.08841944
12457629,2,3,0.9733242,0.026675828
12457629,2,4,0.92393595,0.076064035
12457629,2,5,0.8092239,0.19077611
12457629,2,6,0.93941766,0.060582347
12457629,2,7,0.821756,0.17824398
12457629,2,8,0.652133,0.34786698
12457629,2,9,0.61010945,0.38989058
12457629,2,10,0.6445732,0.3554268
12457629,2,11,0.6841867,0.31581327
12457629,2,12,0.23518652,0.7648135
12457629,2,13,0.37829256,0.62170744
12457629,2,14,0.6281346,0.3718654
12457629,2,15,0.4559067,0.5440933
12457629,2,16,0.17473656,0.82526344
12457629,2,17,0.51478636,0.48521364
12457629,2,18,0.4653802,0.5346198
12457629,2,19,0.63672924,0.36327076
12457629,2,20,0.4831931,0.5168069
12457629,2,21,0.8263294,0.1736706
12457629,2,22,0.57726336,0.42273667
12457629,2,23,0.6237527,0.37624726
12457629,2,24,0.5979458,0.4020542
12457629,2,25,0.759776,0.24022399
12457629,2,26,0.81245404,0.18754597
12457629,2,27,0.49513537,0.50486463
12457629,2,28,0.78073615,0.21926384
12457629,2,29,0.34365714,0.65634286
12457629,2,30,0.7023431,0.2976569
12457629,2,31,0.6861783,0.3138217
12457629,2,32,0.66184735,0.33815262
12457629,2,33,0.3012362,0.6987638
12457629,2,34,0.56425226,0.4357477
12457629,2,35,0.19716531,0.8028347
12457629,3,1,0.4354983,0.5645017
12457629,3,2,0.5431458,0.4568542
12457629,3,3,0.84069467,0.15930533
12457629,3,4,0.64896107,0.35103896
12457629,3,5,0.20362318,0.7963768
12457629,3,6,0.61823124,0.38176876
12457629,3,7,0.18532479,0.8146752
12457629,3,8,0.24830121,0.7516988
12457629,3,9,0.7330368,0.26696318
12457629,3,10,0.7786181,0.22138189
12457629,3,11,0.81637263,0.18362735
12457629,3,12,0.4372077,0.5627923
12457629,3,13,0.39454585,0.60545415
12457629,3,14,0.17899323,0.8210068
12457629,3,15,0.088870525,0.9111295
12457629,3,16,0.32507622,0.6749238
12457629,3,17,0.5489608,0.45103922
12457629,3,18,0.7700737,0.22992627
12457629,3,19,0.6062967,0.39370328
12457629,3,20,0.63300395,0.36699605
12457629,3,21,0.58447695,0.41552302
12457629,3,22,0.5610645,0.43893552
12457629,3,23,0.40268427,0.5973157
12457629,3,24,0.43309772,0.5669023
12457629,3,25,0.44786268,0.5521373
12457629,3,26,0.2501033,0.7498967
12457629,3,27,0.342852,0.657148
12457629,3,28,0.5562851,0.44371492
12457629,3,29,0.22177887,0.77822113
12457629,3,30,0.4849854,0.5150146
12457629,3,31,0.21908396,0.78091604
12457629,4,1,0.7494166,0.25058338
12457629,4,2,0.86273897,0.13726102
12457629,4,3,0.80594116,0.19405882
12457629,4,4,0.4948088,0.5051912
12457629,4,5,0.66195047,0.3380495
12457629,4,6,0.72276306,0.27723694
12457629,4,7,0.34035236,0.65964764
12457629,4,8,0.30993605,0.69006395
12457629,4,9,0.20864028,0.7913597
12457629,4,10,0.3810727,0.6189273
12457629,4,11,0.84705627,0.15294372
12457629,4,12,0.9065163,0.093483716
12457629,4,13,0.5794248,0.4205752
12457629,4,14,0.5467608,0.4532392
12457629,4,15,0.7198869,0.28011313
12457629,4,16,0.5426768,0.4573232
12457629,4,17,0.6429274,0.3570726
12457629,4,18,0.3591904,0.6408096
12457629,4,19,0.42198694,0.57801306
12457629,4,20,0.56010765,0.43989235
12457629,4,21,0.6365493,0.3634507
12457629,4,22,0.5336677,0.46633235
12457629,4,23,0.21842486,0.78157514
12457629,4,24,0.11211234,0.88788766
12457629,4,25,0.48685437,0.5131456
12457629,4,26,0.29693025,0.70306975
12457629,4,27,0.53003913,0.46996087
12457629,4,28,0.21965319,0.7803468
12457629,4,29,0.4586498,0.5413502
12457629,4,30,0.36807352,0.6319265
12457629,4,31,0.1615457,0.8384543
12457629,4,32,0.598196,0.40180397
12457629,4,33,0.5321636,0.46783635
12457629,4,34,0.1784389,0.8215611
12457629,4,35,0.46102953,0.5389705
12457629,4,36,0.40276438,0.5972356
12457629,4,37,0.80257165,0.19742833
12457629,4,38,0.4738317,0.5261683
12457629,4,39,0.622329,0.377671
12457629,4,40,0.48951906,0.51048094
12457629,4,41,0.73957956,0.2604204
12457629,4,42,0.4489736,0.5510264
12457629,4,43,0.7849734,0.21502659
12457629,4,44,0.6375636,0.36243638
12457629,4,45,0.78193235,0.21806765
12457629,4,46,0.6353865,0.36461347
12457629,4,47,0.4484234,0.5515766
12457629,4,48,0.72618234,0.2738177
12457629,4,49,0.5034565,0.4965435
12457629,4,50,0.58262724,0.41737276
12457629,4,51,0.6425245,0.35747552
12457629,4,52,0.778914,0.22108606
12457629,4,53,0.35656714,0.64343286
12457629,4,54,0.66207963,0.33792037
12457629,4,55,0.768998,0.23100194
12457629,4,56,0.7643216,0.23567837
12457629,4,57,0.84768367,0.15231632
12457629,4,58,0.5649371,0.43506292
12457629,5,1,0.9367386,0.06326142
12457629,5,2,0.8519758,0.1480242
12457629,5,3,0.90356255,0.09643745
12457629,5,4,0.81419057,0.18580942
12457629,5,5,0.9115633,0.08843675
12457629,5,6,0.8708818,0.12911822
12457629,5,7,0.8573221,0.14267789
12457629,5,8,0.9508967,0.049103316
12457629,5,9,0.86333275,0.13666725
12457629,5,10,0.72756493,0.2724351
12457629,5,11,0.5185406,0.4814594
12457629,5,12,0.84193385,0.15806612
12457629,5,13,0.68006736,0.31993264
12457629,5,14,0.71003914,0.2899609
12457629,5,15,0.9113269,0.08867314
12457629,5,16,0.71191406,0.28808594
12457629,5,17,0.7400472,0.2599528
12457629,5,18,0.6903037,0.3096963
12457629,5,19,0.5371487,0.46285132
12457629,5,20,0.7810812,0.21891882
12457629,5,21,0.8273988,0.1726012
12457629,5,22,0.6038163,0.39618376
12457629,5,23,0.61356807,0.3864319
12457629,5,24,0.754668,0.24533199
12457629,5,25,0.6377202,0.36227974
12457629,5,26,0.911642,0.08835798
12457629,5,27,0.4291528,0.5708472
12457629,5,28,0.8773729,0.12262709
12457629,5,29,0.85763794,0.14236204
12457629,5,30,0.60866904,0.391331
12457629,5,31,0.61356807,0.3864319
12457629,5,32,0.7968849,0.20311509
12457629,5,33,0.69312274,0.30687723
12457629,5,34,0.5826268,0.4173732
12457629,5,35,0.83141124,0.16858874
12457629,5,36,0.8100426,0.18995737
12457629,5,37,0.69262815,0.30737185
12457629,5,38,0.9777622,0.022237794
12457629,5,39,0.592963,0.407037
12457629,5,40,0.91901577,0.08098424
12457629,5,41,0.81880534,0.18119463
12457629,5,42,0.7585343,0.24146569
12457629,5,43,0.61356807,0.3864319
12457629,5,44,0.754668,0.24533199
12457629,5,45,0.6377202,0.36227974
12457629,5,46,0.89826417,0.10173585
12457629,5,47,0.80910844,0.19089155
12457629,5,48,0.8818421,0.1181579
12457629,5,49,0.56899726,0.43100274
12457629,5,50,0.66026044,0.33973953
12457629,5,51,0.83289385,0.16710618
12457629,5,52,0.7126201,0.28737992
12457629,5,53,0.6317759,0.36822408
12457629,5,54,0.6368667,0.3631333
12457629,6,1,0.8590476,0.14095241
12457629,6,2,0.9507247,0.04927526
12457629,6,3,0.7658534,0.2341466
12457629,6,4,0.8836781,0.11632189
12457629,6,5,0.8466784,0.15332164
12457629,6,6,0.94943976,0.05056022
12457629,6,7,0.86971825,0.13028175
12457629,6,8,0.8936338,0.1063662
12457629,6,9,0.7873065,0.21269353
12457629,6,10,0.90247715,0.09752288
12457629,6,11,0.80013597,0.19986404
12457629,6,12,0.6358174,0.36418256
12457629,6,13,0.8600273,0.13997266
12457629,6,14,0.82141495,0.17858504
12457629,6,15,0.73310876,0.26689124
12457629,6,16,0.76347303,0.23652695
12457629,6,17,0.9014226,0.098577365
12457629,6,18,0.9661517,0.033848286
12457629,6,19,0.88723683,0.11276315
12457629,6,20,0.9372419,0.062758066
12457629,6,21,0.9595986,0.040401425
12457629,6,22,0.849966,0.15003401
12457629,6,23,0.86446035,0.13553962
12457629,6,24,0.9663301,0.033669878
12457629,6,25,0.89724916,0.10275086
12457629,6,26,0.8389138,0.1610862
12457629,6,27,0.6951542,0.30484578
12457629,6,28,0.5761118,0.42388818
12457629,6,29,0.8288616,0.1711384
12457629,6,30,0.74567735,0.25432268
12457629,6,31,0.90298766,0.09701235
12457629,6,32,0.9151356,0.08486438
12457629,6,33,0.8503094,0.14969064
12457629,6,34,0.8997942,0.10020575
12457629,6,35,0.87769186,0.122308165
12457629,6,36,0.8759593,0.12404075
12457629,6,37,0.9813705,0.018629512
12457629,6,38,0.9662505,0.03374952
12457629,6,39,0.9684302,0.03156979
12457629,6,40,0.90411615,0.09588386
12457629,6,41,0.9616344,0.038365588
12457629,6,42,0.6815355,0.31846452
12457629,6,43,0.85962594,0.14037406
12457629,6,44,0.9644474,0.035552647
12457629,6,45,0.9346085,0.0653915
12457629,6,46,0.93961614,0.060383882
12457629,6,47,0.92333657,0.07666342
12457629,6,48,0.9113947,0.088605285
12457629,6,49,0.9228804,0.07711962
12457629,6,50,0.8768825,0.1231175
12457629,6,51,0.85168207,0.14831796
12457629,6,52,0.8702285,0.12977147
12457629,6,53,0.9348932,0.06510683
12457629,6,54,0.91864794,0.08135203
12457629,6,55,0.87739193,0.12260809
12457629,6,56,0.8900091,0.10999092
12457629,6,57,0.8660696,0.1339304
12457629,6,58,0.84547937,0.15452063
12457629,6,59,0.935676,0.06432405
12457629,6,60,0.95686483,0.043135177
12457629,6,61,0.8236943,0.1763057
12457629,6,62,0.9602755,0.039724506
12457629,6,63,0.9510301,0.048969902
