doc,sent,word,not outcomes,outcomes
17118092,11,22,0.6015613,0.39843866
17118092,12,1,0.57022613,0.42977387
17118092,12,2,0.7037956,0.2962044
17118092,12,3,0.792042,0.207958
17118092,12,4,0.30848616,0.69151384
17118092,12,5,0.18360907,0.81639093
17118092,12,6,0.2573827,0.7426173
17118092,12,7,0.325181,0.674819
17118092,12,8,0.39783704,0.60216296
17118092,12,9,0.18173063,0.8182694
17118092,12,10,0.15611362,0.8438864
17118092,12,11,0.52315545,0.47684458
17118092,12,12,0.66064775,0.33935228
17118092,12,13,0.79124415,0.20875588
17118092,12,14,0.8987051,0.10129489
17118092,12,15,0.94816744,0.05183258
17118092,12,16,0.14681566,0.85318434
17118092,12,17,0.15764636,0.84235364
17118092,12,18,0.36765683,0.6323432
17118092,12,19,0.45488203,0.545118
17118092,12,20,0.18779153,0.8122085
17118092,12,21,0.16678524,0.83321476
17118092,12,22,0.8374448,0.16255525
17118092,12,23,0.9464071,0.053592928
17118092,12,24,0.89434403,0.10565596
17118092,12,25,0.65680027,0.3431997
17118092,12,26,0.6115147,0.38848534
17118092,12,27,0.5774417,0.42255834
17118092,12,28,0.5508945,0.4491055
17118092,12,29,0.7724395,0.22756055
17118092,12,30,0.81430924,0.18569078
17118092,12,31,0.2332061,0.7667939
17118092,12,32,0.23998338,0.7600166
17118092,12,33,0.5411773,0.45882276
17118092,12,34,0.19604969,0.8039503
17118092,12,35,0.75938857,0.24061145
17118092,12,36,0.52155983,0.47844017
17377092,1,1,0.95106924,0.04893078
17377092,1,2,0.9585871,0.041412905
17377092,1,3,0.71803916,0.28196087
17377092,1,4,0.90819776,0.09180223
17377092,1,5,0.80365443,0.1963456
17377092,1,6,0.6609223,0.33907768
17377092,1,7,0.6521094,0.34789065
17377092,1,8,0.9468104,0.053189564
17377092,1,9,0.4503258,0.5496742
17377092,1,10,0.87318444,0.12681556
17377092,1,11,0.94266355,0.05733647
17377092,1,12,0.8074286,0.19257143
17377092,1,13,0.89837515,0.10162483
17377092,1,14,0.8434702,0.15652975
17377092,1,15,0.7244034,0.2755966
17377092,1,16,0.96465564,0.03534434
17377092,1,17,0.9039304,0.096069545
17377092,1,18,0.49471772,0.5052823
17377092,1,19,0.94979084,0.050209187
17377092,1,20,0.90006447,0.09993551
17377092,1,21,0.89772636,0.102273665
17377092,1,22,0.8001492,0.19985077
17377092,1,23,0.6872699,0.31273007
17377092,2,1,0.9438838,0.05611621
17377092,2,2,0.9547677,0.04523232
17377092,2,3,0.819106,0.18089399
17377092,2,4,0.78867996,0.21132007
17377092,2,5,0.57870036,0.42129964
17377092,2,6,0.6304446,0.3695554
17377092,2,7,0.7009695,0.29903048
17377092,2,8,0.99110234,0.0088976575
17377092,2,9,0.9200426,0.07995745
17377092,2,10,0.7828662,0.21713382
17377092,2,11,0.9320612,0.06793882
17377092,2,12,0.811562,0.18843798
17377092,2,13,0.8994436,0.10055637
17377092,2,14,0.79887235,0.20112762
17377092,2,15,0.973763,0.026236983
17377092,2,16,0.9589708,0.041029222
17377092,2,17,0.85122955,0.14877047
17377092,2,18,0.6083204,0.39167958
17377092,2,19,0.54791534,0.45208466
17377092,3,1,0.9578747,0.0421253
17377092,3,2,0.99879485,0.001205131
17377092,3,3,0.99527204,0.0047279494
17377092,3,4,0.99712354,0.0028764573
17377092,3,5,0.99247944,0.007520583
17377092,3,6,0.99795693,0.002043075
17377092,3,7,0.98245907,0.017540937
17377092,3,8,0.9984544,0.0015456062
17377092,3,9,0.972059,0.027941
17377092,3,10,0.98890287,0.011097145
17377092,3,11,0.97697055,0.023029443
17377092,3,12,0.92169124,0.07830878
17377092,3,13,0.15687549,0.8431245
17377092,3,14,0.3005221,0.6994779
17377092,3,15,0.14746481,0.8525352
17377092,3,16,0.45699215,0.54300785
17377092,3,17,0.1614638,0.8385362
17377092,3,18,0.511915,0.48808497
17377092,3,19,0.7207142,0.2792858
17377092,3,20,0.81966096,0.18033905
17377092,3,21,0.87916017,0.12083983
17377092,3,22,0.81902945,0.18097052
17377092,3,23,0.9289929,0.07100705
17377092,3,24,0.6403307,0.35966933
17377092,3,25,0.95498884,0.045011148
17377092,3,26,0.9083791,0.09162094
17377092,3,27,0.4237116,0.5762884
17377092,3,28,0.84967124,0.15032874
17377092,3,29,0.70428216,0.29571784
17377092,3,30,0.9692282,0.030771816
17377092,3,31,0.9572824,0.042717606
17377092,3,32,0.96535087,0.034649137
17377092,3,33,0.9323414,0.06765861
17377092,3,34,0.8848806,0.11511941
17377092,3,35,0.69827294,0.30172703
17377092,4,1,0.9522845,0.0477155
17377092,4,2,0.33889788,0.6611021
17377092,4,3,0.3681097,0.6318903
17377092,4,4,0.3059882,0.6940118
17377092,4,5,0.034184694,0.9658153
17377092,4,6,0.013169467,0.98683053
17377092,4,7,0.05979854,0.94020146
17377092,4,8,0.8497089,0.15029106
17377092,4,9,0.865633,0.134367
17377092,4,10,0.6775838,0.32241616
17377092,4,11,0.8099654,0.19003466
17377092,4,12,0.5738953,0.42610472
17377092,4,13,0.9308202,0.06917974
17377092,4,14,0.92561984,0.07438016
17377092,4,15,0.96915424,0.030845746
17377092,4,16,0.84686565,0.15313436
17377092,4,17,0.9775225,0.022477513
17377092,4,18,0.85037035,0.14962965
17377092,4,19,0.7513185,0.2486815
17377092,4,20,0.5027096,0.49729034
17377092,4,21,0.4650246,0.5349754
17377092,4,22,0.96368843,0.036311593
17377092,4,23,0.96118146,0.038818523
17377092,4,24,0.79985255,0.20014746
17377092,4,25,0.73187906,0.26812094
17377092,4,26,0.50419354,0.49580646
17377092,4,27,0.5413374,0.4586626
17377092,4,28,0.4605118,0.5394882
17377092,4,29,0.98256713,0.017432895
17377092,4,30,0.9499774,0.05002258
17377092,4,31,0.94783515,0.052164834
17377092,4,32,0.9433992,0.056600794
17377092,4,33,0.40466964,0.59533036
17377092,5,1,0.75300217,0.24699782
17377092,5,2,0.78217155,0.21782847
17377092,5,3,0.79491293,0.20508704
17377092,5,4,0.7669933,0.23300675
17377092,5,5,0.17323941,0.8267606
17377092,5,6,0.8316537,0.16834627
17377092,5,7,0.8819892,0.11801084
17377092,5,8,0.7413132,0.25868678
17377092,5,9,0.8383403,0.16165975
17377092,5,10,0.64901805,0.35098198
17377092,5,11,0.673569,0.32643098
17377092,5,12,0.76373684,0.23626314
17377092,5,13,0.89471936,0.10528063
17377092,5,14,0.54638875,0.45361122
17377092,5,15,0.4253192,0.5746808
17377092,5,16,0.77649397,0.22350602
17377092,5,17,0.6571871,0.34281287
17377092,5,18,0.7489855,0.2510145
17377092,5,19,0.1452865,0.8547135
17377092,5,20,0.17562366,0.82437634
17377092,5,21,0.66720295,0.33279705
17377092,5,22,0.6994134,0.30058655
17377092,5,23,0.7996944,0.20030557
17377092,5,24,0.26944214,0.73055786
17377092,5,25,0.8437543,0.15624571
17377092,5,26,0.72537565,0.27462435
17377092,5,27,0.6328802,0.36711976
17377092,5,28,0.81942457,0.18057545
17377092,5,29,0.8256792,0.17432082
17377092,5,30,0.66216743,0.33783254
17377092,5,31,0.7801139,0.21988612
17377092,5,32,0.6741782,0.32582182
17377092,5,33,0.69303566,0.30696434
17377092,5,34,0.74833375,0.25166625
17377092,5,35,0.6555358,0.34446418
17377092,5,36,0.36964118,0.6303588
17535502,1,1,0.96286315,0.03713688
17535502,1,2,0.9638488,0.03615114
17535502,1,3,0.90053093,0.09946904
17535502,1,4,0.8436625,0.15633753
17535502,1,5,0.6246507,0.3753493
17535502,1,6,0.2580781,0.7419219
17535502,1,7,0.86432433,0.13567568
17535502,1,8,0.8807696,0.11923038
17535502,1,9,0.76195854,0.23804148
17535502,1,10,0.25886142,0.7411386
17535502,1,11,0.4961806,0.5038194
17535502,1,12,0.32147127,0.6785287
17535502,1,13,0.1362378,0.8637622
17535502,1,14,0.05131775,0.94868225
17535502,1,15,0.93230844,0.067691565
17535502,1,16,0.9101567,0.08984327
17535502,1,17,0.7849928,0.21500717
17535502,1,18,0.82136357,0.17863643
17535502,1,19,0.64296913,0.35703084
17535502,1,20,0.5647218,0.43527818
17535502,1,21,0.95752853,0.042471495
17535502,1,22,0.9559725,0.044027533
17535502,1,23,0.9538493,0.04615067
17535502,2,1,0.9778081,0.022191899
17535502,2,2,0.9767889,0.023211133
17535502,2,3,0.897372,0.10262796
17535502,2,4,0.8556008,0.14439923
17535502,2,5,0.9377011,0.06229887
17535502,2,6,0.76912487,0.23087513
17535502,2,7,0.8971375,0.10286246
17535502,2,8,0.6854132,0.31458682
17535502,2,9,0.31639487,0.68360513
17535502,2,10,0.9322685,0.06773151
17535502,2,11,0.98824346,0.011756561
17535502,2,12,0.97467244,0.02532759
17535502,2,13,0.9657489,0.034251075
17535502,2,14,0.85126185,0.14873815
17535502,2,15,0.61759984,0.38240018
17535502,2,16,0.7534873,0.24651273
17535502,2,17,0.8662801,0.13371994
17535502,2,18,0.80056584,0.19943418
17535502,2,19,0.9021659,0.097834125
17535502,2,20,0.8457773,0.15422276
17535502,2,21,0.23954737,0.7604526
17535502,2,22,0.5682188,0.4317812
17535502,2,23,0.2769286,0.7230714
17535502,2,24,0.9207071,0.07929291
17535502,2,25,0.9368412,0.06315883
17535502,2,26,0.95279056,0.04720943
17535502,2,27,0.6025667,0.39743325
17535502,2,28,0.60272807,0.39727193
17535502,2,29,0.8367504,0.16324964
17535502,3,1,0.99678177,0.0032182506
17535502,3,2,0.9891753,0.010824656
17535502,3,3,0.9745591,0.02544087
17535502,3,4,0.91881716,0.08118282
17535502,3,5,0.84301037,0.15698965
17535502,3,6,0.7224499,0.27755007
17535502,3,7,0.4637072,0.5362928
17535502,3,8,0.8789595,0.12104052
17535502,3,9,0.92816,0.071839996
17535502,3,10,0.96548796,0.034512017
17535502,3,11,0.8533305,0.14666948
17535502,3,12,0.5299725,0.4700275
17535502,3,13,0.25211322,0.7478868
17535502,3,14,0.7448453,0.25515476
17535502,3,15,0.82848716,0.17151281
17535502,3,16,0.7278831,0.27211687
17535502,3,17,0.2769047,0.7230953
17535502,3,18,0.4887784,0.5112216
17535502,3,19,0.23501056,0.76498944
17535502,3,20,0.04660338,0.9533966
17535502,3,21,0.8561449,0.14385512
17535502,3,22,0.8556098,0.1443902
17535502,3,23,0.7874854,0.21251456
17535502,3,24,0.8532917,0.1467083
17535502,3,25,0.6753376,0.3246624
17535502,3,26,0.93904096,0.060959015
17535502,3,27,0.9332639,0.06673609
17535502,3,28,0.42660517,0.57339483
17535502,3,29,0.8172432,0.18275675
17535502,3,30,0.5161036,0.48389637
17535502,4,1,0.68960047,0.3103995
17535502,4,2,0.9083294,0.091670565
17535502,4,3,0.74944115,0.25055888
17535502,4,4,0.82869136,0.17130865
17535502,4,5,0.90275145,0.09724855
17535502,4,6,0.9469754,0.053024605
17535502,4,7,0.9381349,0.061865095
17535502,4,8,0.97327214,0.026727878
17535502,4,9,0.6467993,0.35320067
17535502,4,10,0.9575916,0.042408388
17535502,4,11,0.8131692,0.18683083
17535502,4,12,0.93527335,0.06472665
17535502,4,13,0.9191972,0.08080279
17535502,4,14,0.94790477,0.052095212
17535502,4,15,0.6710617,0.3289383
17535502,5,1,0.90124273,0.09875728
17535502,5,2,0.7821473,0.2178527
17535502,5,3,0.21145934,0.78854066
17535502,5,4,0.43403542,0.5659646
17535502,5,5,0.1752407,0.8247593
17535502,5,6,0.25923944,0.74076056
17535502,5,7,0.88877547,0.11122452
17535502,5,8,0.8711092,0.1288908
17535502,5,9,0.90736455,0.09263544
17535502,5,10,0.9003188,0.09968122
17535502,5,11,0.93075925,0.06924074
17535502,5,12,0.70034564,0.29965436
17535502,6,1,0.81565285,0.18434712
17535502,6,2,0.37447405,0.62552595
17535502,6,3,0.28333515,0.71666485
17535502,6,4,0.7094729,0.29052714
17535502,6,5,0.09232664,0.90767336
17535502,6,6,0.18937677,0.8106232
17535502,6,7,0.10410029,0.8958997
17535502,6,8,0.027854085,0.9721459
17535502,6,9,0.2584725,0.7415275
17535502,7,1,0.5118383,0.4881617
17535502,7,2,0.32380253,0.67619747
17535502,7,3,0.71958953,0.28041047
17535502,7,4,0.74149996,0.25850004
17535502,7,5,0.7056566,0.2943434
17535502,7,6,0.8037218,0.19627821
17535502,7,7,0.64635813,0.35364184
17535502,7,8,0.17304552,0.8269545
17535502,7,9,0.28294843,0.71705157
17535502,7,10,0.30889052,0.6911095
17535502,7,11,0.43102598,0.568974
17535502,7,12,0.39792782,0.6020722
17535502,8,1,0.86344284,0.13655718
17535502,8,2,0.8628289,0.13717107
17535502,8,3,0.8012568,0.19874324
17535502,8,4,0.51404095,0.48595902
17535502,8,5,0.53174734,0.46825266
17535502,8,6,0.91223913,0.08776086
17535502,8,7,0.9261257,0.07387432
17535502,8,8,0.86190015,0.13809985
17535502,8,9,0.89842886,0.10157114
17535502,8,10,0.93109447,0.06890553
17535502,8,11,0.8163199,0.18368013
17535502,8,12,0.78431726,0.21568272
17535502,8,13,0.22401786,0.77598214
17535502,8,14,0.27998918,0.7200108
17535502,8,15,0.08339846,0.91660154
17535502,8,16,0.112469316,0.8875307
17535502,8,17,0.6138038,0.3861962
17535502,8,18,0.7227926,0.2772074
17535502,8,19,0.44069588,0.5593041
17535502,8,20,0.88985467,0.1101453
17535502,8,21,0.643259,0.356741
17535502,8,22,0.09972525,0.90027475
17535502,8,23,0.5365863,0.4634137
17535502,8,24,0.12329841,0.8767016
17535502,8,25,0.7651652,0.23483482
17535502,8,26,0.49093717,0.5090628
17535502,8,27,0.4329031,0.5670969
17535502,8,28,0.44453877,0.5554612
17535502,8,29,0.31624657,0.68375343
17535502,9,1,0.40991437,0.5900856
17535502,9,2,0.6538946,0.3461054
17535502,9,3,0.74374187,0.2562581
17535502,9,4,0.7850484,0.21495159
17535502,9,5,0.77531165,0.22468834
17535502,9,6,0.59933674,0.40066326
17535502,9,7,0.2489931,0.7510069
17535502,9,8,0.3576905,0.6423095
17535502,10,1,0.8393072,0.1606928
17535502,10,2,0.6100583,0.3899417
17535502,10,3,0.45131856,0.54868144
17535502,10,4,0.494972,0.505028
17535502,10,5,0.6725975,0.32740244
17535502,10,6,0.44265056,0.55734944
17535502,10,7,0.102125585,0.8978744
17535502,10,8,0.03646654,0.96353346
17535502,10,9,0.24222267,0.75777733
17535502,11,1,0.7837662,0.21623379
17535502,11,2,0.7987974,0.20120256
17535502,11,3,0.6653366,0.3346634
17535502,11,4,0.6672162,0.3327838
17535502,11,5,0.67573714,0.32426286
17535502,11,6,0.54844475,0.45155522
17535502,11,7,0.7787037,0.2212963
17535502,11,8,0.14375925,0.85624075
17535502,11,9,0.15459746,0.84540254
17535502,11,10,0.15196908,0.8480309
17535502,11,11,0.5650821,0.43491793
17535502,11,12,0.36726034,0.63273966
17535502,11,13,0.025248647,0.97475135
17535502,11,14,0.26787508,0.7321249
17535502,11,15,0.18363559,0.8163644
17535502,11,16,0.70471454,0.29528546
17535502,11,17,0.7307768,0.26922318
17535502,11,18,0.38341624,0.61658376
17535502,11,19,0.76664186,0.23335816
17535502,11,20,0.76215005,0.23784995
17535502,11,21,0.42690736,0.57309264
17535502,11,22,0.15377623,0.8462238
17535502,11,23,0.23346955,0.76653045
17535502,12,1,0.47606158,0.5239384
17535502,12,2,0.5948752,0.40512478
17535502,12,3,0.60494244,0.39505753
17535502,12,4,0.5649796,0.4350204
17535502,12,5,0.12980223,0.8701978
17535502,12,6,0.3382721,0.6617279
17535502,12,7,0.33066583,0.6693342
17535502,12,8,0.10699546,0.89300454
17535502,12,9,0.17813611,0.8218639
17535502,12,10,0.2227596,0.7772404
17535502,12,11,0.43028408,0.5697159
17535502,12,12,0.23631883,0.7636812
17535502,12,13,0.5126642,0.48733583
17535502,12,14,0.8826075,0.11739249
17535502,12,15,0.7824718,0.21752821
17535502,12,16,0.76925856,0.23074144
17535502,12,17,0.46452636,0.53547364
17535502,12,18,0.22259343,0.7774066
17535502,12,19,0.36422575,0.63577425
17535502,12,20,0.4159329,0.5840671
17535502,13,1,0.95262194,0.047378074
17535502,13,2,0.94392675,0.05607327
17535502,13,3,0.9569898,0.04301018
17535502,13,4,0.85966,0.14033997
17535502,13,5,0.5973269,0.40267316
17535502,13,6,0.50373554,0.4962645
17535502,13,7,0.52906996,0.47093004
17535502,13,8,0.7265111,0.2734889
17535502,13,9,0.6899787,0.31002128
17535502,13,10,0.22970176,0.77029824
17535502,13,11,0.3632633,0.6367367
17535502,13,12,0.21384883,0.7861512
17535502,13,13,0.1270259,0.8729741
17535502,13,14,0.047005415,0.9529946
17535502,13,15,0.7779013,0.2220987
17535502,13,16,0.80660534,0.19339463
17535502,13,17,0.9370068,0.06299325
17535502,13,18,0.7141433,0.28585675
17535502,13,19,0.51551366,0.4844863
17535502,13,20,0.5361608,0.46383914
17535502,13,21,0.8691791,0.1308209
17535502,13,22,0.9097744,0.09022556
17535502,13,23,0.89804024,0.10195975
17574073,1,1,0.94426715,0.05573282
17574073,1,2,0.83014774,0.16985226
17574073,1,3,0.9110577,0.088942304
17574073,1,4,0.45042884,0.54957116
17574073,1,5,0.4360454,0.5639546
17574073,1,6,0.29219252,0.7078075
17574073,1,7,0.8743824,0.1256176
17574073,1,8,0.9472142,0.052785795
17574073,1,9,0.6472627,0.3527373
17574073,1,10,0.56555057,0.43444943
17574073,1,11,0.9054904,0.09450961
17574073,1,12,0.9583282,0.041671786
17574073,1,13,0.9336507,0.06634932
17574073,1,14,0.91948664,0.08051336
17574073,1,15,0.981712,0.01828804
17574073,1,16,0.9744977,0.025502332
17574073,1,17,0.9899995,0.010000528
17574073,1,18,0.9848068,0.015193201
17574073,1,19,0.93072146,0.06927856
17574073,1,20,0.9926039,0.0073961318
17574073,1,21,0.90928227,0.090717725
17574073,1,22,0.88616866,0.113831334
17574073,1,23,0.99629134,0.003708676
17574073,1,24,0.99588275,0.0041172607
17574073,1,25,0.9728212,0.027178807
17574073,2,1,0.9546515,0.045348532
17574073,2,2,0.95178145,0.048218563
17574073,2,3,0.88979053,0.11020947
17574073,2,4,0.80686176,0.19313826
17574073,2,5,0.9050574,0.09494262
17574073,2,6,0.4877184,0.5122816
17574073,2,7,0.47036523,0.5296348
17574073,2,8,0.34212106,0.65787894
17574073,2,9,0.8772357,0.1227643
17574073,2,10,0.96300244,0.036997557
17574073,2,11,0.88263315,0.11736684
17574073,2,12,0.62119496,0.37880507
17574073,2,13,0.9188726,0.08112741
17574073,2,14,0.96816796,0.031832013
17574073,2,15,0.9553222,0.04467782
17574073,2,16,0.9262827,0.0737173
17574073,2,17,0.9827647,0.017235305
17574073,2,18,0.80521494,0.19478506
17574073,2,19,0.8564881,0.14351192
17574073,2,20,0.9681781,0.031821925
17574073,2,21,0.994234,0.0057659675
17574073,2,22,0.985338,0.014662016
17574073,2,23,0.62269485,0.37730512
17574073,3,1,0.9303174,0.069682576
17574073,3,2,0.8234519,0.17654811
17574073,3,3,0.45458496,0.54541504
17574073,3,4,0.56961596,0.430384
17574073,3,5,0.35513556,0.64486444
17574073,3,6,0.21778226,0.78221774
17574073,3,7,0.28698665,0.71301335
17574073,3,8,0.611681,0.38831902
17574073,3,9,0.2280696,0.7719304
17574073,3,10,0.8482579,0.15174213
17574073,3,11,0.47146118,0.5285388
17574073,3,12,0.5461041,0.45389596
17574073,3,13,0.63504875,0.36495125
17574073,3,14,0.682137,0.317863
17574073,3,15,0.53933287,0.4606671
17574073,3,16,0.59861106,0.40138894
17574073,3,17,0.47441953,0.52558047
17574073,3,18,0.3698368,0.6301632
17574073,3,19,0.319633,0.680367
17574073,3,20,0.3324858,0.6675142
17574073,3,21,0.6023421,0.3976579
17574073,3,22,0.6944072,0.30559278
17574073,3,23,0.6230339,0.3769661
17574073,3,24,0.7583027,0.24169731
17574073,3,25,0.74071383,0.25928617
17574073,3,26,0.89239067,0.107609324
17574073,3,27,0.84024495,0.15975504
17574073,3,28,0.8827685,0.11723147
17574073,3,29,0.72083783,0.27916214
17574073,3,30,0.7327027,0.26729733
17574073,3,31,0.9132403,0.08675968
17574073,3,32,0.91969496,0.08030506
17574073,3,33,0.8505065,0.14949352
17574073,3,34,0.79030526,0.20969473
17574073,3,35,0.38892287,0.61107713
17574073,3,36,0.33368868,0.6663113
17574073,3,37,0.1264388,0.8735612
17574073,3,38,0.65662575,0.34337425
17574073,3,39,0.6884574,0.31154257
17574073,3,40,0.77065384,0.22934613
17574073,3,41,0.48677045,0.51322955
17574073,3,42,0.81539357,0.18460642
17574073,3,43,0.15959,0.84041
17574073,3,44,0.14750057,0.8524994
17574073,3,45,0.50418293,0.49581707
17574073,3,46,0.34851414,0.65148586
17574073,3,47,0.5262843,0.47371572
17574073,3,48,0.24773121,0.7522688
17574073,3,49,0.11586487,0.8841351
17574073,3,50,0.039195538,0.96080446
17574073,3,51,0.4366877,0.5633123
17574073,3,52,0.34362346,0.65637654
17574073,3,53,0.4113381,0.5886619
17574073,3,54,0.7259394,0.2740606
17574073,4,1,0.88978875,0.110211246
17574073,4,2,0.48886925,0.51113075
17574073,4,3,0.8796393,0.12036066
17574073,4,4,0.81812215,0.18187782
17574073,4,5,0.91686326,0.08313673
17574073,4,6,0.8888676,0.11113235
17574073,4,7,0.60435766,0.39564234
17574073,4,8,0.35907924,0.64092076
17574073,4,9,0.93582875,0.06417128
17574073,4,10,0.29393613,0.70606387
17574073,4,11,0.39041114,0.60958886
17574073,4,12,0.4599628,0.5400372
17574073,4,13,0.7373197,0.26268032
17574073,4,14,0.87898123,0.12101876
17574073,4,15,0.91499716,0.085002825
17574073,4,16,0.8676472,0.13235286
17574073,4,17,0.56127167,0.4387283
17574073,4,18,0.9877656,0.012234399
17574073,4,19,0.2947557,0.7052443
17574073,4,20,0.35771358,0.6422864
17574073,4,21,0.47470534,0.52529466
17574073,4,22,0.71602476,0.28397524
17574073,4,23,0.96947664,0.030523337
17574073,4,24,0.8815511,0.1184489
17574073,4,25,0.8084118,0.19158824
17574073,4,26,0.56127167,0.4387283
17574073,4,27,0.9865295,0.013470494
17574073,4,28,0.33261037,0.66738963
17574073,4,29,0.36638921,0.6336108
17574073,4,30,0.78704804,0.21295194
17574073,4,31,0.77303386,0.22696614
17574073,4,32,0.8455737,0.15442628
17574073,4,33,0.87221336,0.12778664
17574073,4,34,0.83853376,0.16146621
17574073,4,35,0.780211,0.21978906
17574073,4,36,0.4885021,0.5114979
17574073,4,37,0.9707081,0.02929192
17574073,4,38,0.4492082,0.5507918
17574073,4,39,0.49322253,0.50677747
17574073,4,40,0.48172134,0.51827866
17574073,4,41,0.76423246,0.23576756
17574073,4,42,0.8664775,0.13352248
17574073,4,43,0.8748589,0.1251411
17574073,4,44,0.87641263,0.12358739
17574073,4,45,0.9700033,0.029996688
17574073,4,46,0.85731524,0.14268474
17574073,4,47,0.94509035,0.054909658
17574073,4,48,0.94087887,0.059121136
17574073,4,49,0.9544202,0.045579802
17574073,4,50,0.984779,0.015221023
17574073,4,51,0.99369127,0.0063087633
17574073,4,52,0.89950204,0.10049797
17574073,4,53,0.99631,0.0036899766
17574073,4,54,0.9832647,0.016735286
17574073,4,55,0.99141455,0.008585482
17574073,4,56,0.57292354,0.42707643
17574073,5,1,0.036801636,0.96319836
17574073,5,2,0.17743963,0.82256037
17574073,5,3,0.11494166,0.88505834
17574073,5,4,0.32414025,0.67585975
17574073,5,5,0.71392286,0.28607717
17574073,5,6,0.87239975,0.12760024
17574073,5,7,0.9108763,0.089123756
17574073,5,8,0.79692245,0.20307752
17574073,5,9,0.7470355,0.2529645
17574073,5,10,0.9444799,0.05552013
17574073,5,11,0.9356866,0.0643134
17574073,5,12,0.88683283,0.113167174
17574073,5,13,0.7983489,0.2016511
17574073,5,14,0.7980953,0.20190471
17574073,5,15,0.7598854,0.24011463
17574073,5,16,0.90236413,0.097635865
17574073,5,17,0.9670273,0.032972697
17574073,5,18,0.86771077,0.13228925
17574073,5,19,0.40863466,0.59136534
17574073,5,20,0.35249555,0.64750445
17574073,5,21,0.20756936,0.79243064
17574073,6,1,0.118709266,0.88129073
17574073,6,2,0.3608448,0.6391552
17574073,6,3,0.8470515,0.15294848
17574073,6,4,0.9482954,0.051704593
17574073,6,5,0.9065088,0.0934912
17574073,6,6,0.86435163,0.13564834
17574073,6,7,0.85228896,0.14771105
17574073,6,8,0.87288606,0.12711395
17574073,6,9,0.7304436,0.26955643
17574073,6,10,0.6645955,0.33540452
17574073,6,11,0.84569854,0.15430146
17574073,6,12,0.90081215,0.099187836
17574073,6,13,0.7474734,0.25252658
17574073,6,14,0.85594046,0.14405951
17574073,6,15,0.97642416,0.023575848
17574073,6,16,0.9037484,0.09625163
17574073,6,17,0.85366297,0.14633706
17574073,6,18,0.29071665,0.70928335
17574073,6,19,0.9485365,0.051463474
17574073,6,20,0.8687045,0.13129552
17574073,6,21,0.87735826,0.12264173
17574073,6,22,0.85010755,0.14989245
17574073,6,23,0.75708604,0.24291396
17574073,7,1,0.77102816,0.22897187
17574073,7,2,0.90960497,0.09039502
17574073,7,3,0.9215064,0.07849361
17574073,7,4,0.96513045,0.034869578
17574073,7,5,0.90420115,0.09579886
17574073,7,6,0.8671811,0.13281886
17574073,7,7,0.4966135,0.5033865
17574073,7,8,0.5256417,0.47435835
17574073,7,9,0.20197219,0.7980278
17574073,7,10,0.1547054,0.8452946
17574073,7,11,0.07738757,0.9226124
17574073,7,12,0.12138265,0.87861735
17574073,7,13,0.5432001,0.45679992
17574073,7,14,0.27186406,0.72813594
17574073,7,15,0.5225091,0.4774909
17574073,7,16,0.8001529,0.19984709
17574073,7,17,0.647874,0.35212603
17574073,7,18,0.25837272,0.7416273
17574073,7,19,0.1217531,0.8782469
17574073,7,20,0.2732041,0.7267959
17574073,7,21,0.7082094,0.29179063
17574073,7,22,0.81665534,0.18334468
17574073,7,23,0.8801882,0.11981177
17574073,7,24,0.9011216,0.098878354
17574073,7,25,0.954116,0.045884013
17574073,7,26,0.94585264,0.054147385
17574073,7,27,0.95153683,0.048463184
17574073,7,28,0.9732069,0.026793137
17574073,7,29,0.9168884,0.083111584
17574073,7,30,0.8947072,0.105292775
17574073,7,31,0.80462515,0.19537488
17574073,7,32,0.97589034,0.02410968
17574073,7,33,0.90930706,0.09069292
17574073,7,34,0.82103264,0.17896739
17574073,7,35,0.78125143,0.21874855
17574073,7,36,0.8227384,0.17726162
17574073,8,1,0.09048289,0.9095171
17574073,8,2,0.033753097,0.9662469
17574073,8,3,0.04102707,0.95897293
17574073,8,4,0.7397444,0.26025555
17574073,8,5,0.8904746,0.10952536
17574073,8,6,0.92405945,0.07594057
17574073,8,7,0.88123465,0.118765384
17574073,8,8,0.8989581,0.10104189
17574073,8,9,0.9085089,0.091491096
17574073,8,10,0.96464497,0.03535501
17574073,8,11,0.93549573,0.06450425
17574073,8,12,0.9085089,0.091491096
17574073,8,13,0.98276585,0.017234175
17574073,8,14,0.7911592,0.20884079
17574073,8,15,0.8923942,0.1076058
17574073,8,16,0.9439216,0.05607837
17574073,8,17,0.739027,0.26097295
17574073,9,1,0.13184774,0.86815226
17574073,9,2,0.3753338,0.6246662
17574073,9,3,0.70528483,0.29471514
17574073,9,4,0.7329463,0.2670537
17574073,9,5,0.72104466,0.27895534
17574073,9,6,0.3561765,0.6438235
17574073,9,7,0.26571435,0.73428565
17574073,9,8,0.12346989,0.8765301
17574073,9,9,0.0896613,0.9103387
17574073,9,10,0.2017206,0.7982794
17574073,10,1,0.3413332,0.6586668
17574073,10,2,0.23737901,0.762621
17574073,10,3,0.19684243,0.80315757
17574073,10,4,0.069297254,0.93070275
17574073,10,5,0.5321824,0.4678176
17574073,10,6,0.176099,0.823901
17574073,10,7,0.07167399,0.928326
17574073,10,8,0.045348763,0.95465124
17574073,10,9,0.07884729,0.9211527
17574073,10,10,0.06254101,0.937459
